MAV2,SSI,VAR,TM3,Label
1.9987037150203826,8.529568000000001,0.002079980157672404,0.031075731067233197,ok
1.9991767906561226,10.661168,0.0026157062903731706,0.02982154461384654,ok
1.9995001249687578,14.791115,0.0036523712042496755,0.028009747563109224,ok
1.9995001249687578,24.545057,0.00609242043600572,0.033948262934266435,ok
1.9995001249687578,29.280074999999997,0.007278886550919132,0.02527343164208948,ok
1.998912360434635,43.258736000000006,0.010777217882232766,0.032014496375906025,ok
1.9991107612218415,55.703715000000024,0.013889370546266206,0.031221944513871534,ok
1.9995001249687578,68.295796,0.017039375192442825,0.026091977005748564,ok
1.9995001249687578,85.73853600000001,0.021401649190051886,0.026827793051737065,ok
1.9995001249687578,105.57050499999998,0.026361338704564054,0.02920244938765309,ok
1.9987037150203826,128.52914700000002,0.03210225417014904,0.033570357410647345,ok
1.9991767906561226,150.66502499999999,0.03763657291475682,0.03234566358410398,ok
1.9995001249687578,174.78750000000002,0.04366862328182013,0.030487878030492375,ok
1.9995001249687578,204.545692,0.051107465649708535,0.036452886778305424,ok
1.9995001249687578,229.27921600000002,0.057291332060261616,0.02776405898525369,ok
1.998912360434635,263.2597689999999,0.0657869163051652,0.03452261934516371,ok
1.9991107612218415,295.70494099999996,0.0738971994654423,0.03373031742064484,ok
1.9995001249687578,328.29329499999983,0.08204382553736725,0.028570107473131715,ok
1.9995001249687578,365.7389150000001,0.09140431018776177,0.029331917020744815,ok
1.9995001249687578,405.57420699999983,0.10136205865291989,0.03172531867033242,ok
1.9911532947649115,456.64885799999985,0.11406575975238882,0.05179555111222195,ok
1.9750049654856967,508.65135200000003,0.1270597559742781,0.06085378655336166,ok
1.9711252674834292,555.8996290000001,0.13886452438552455,0.06582629342664335,ok
1.9991932201747113,585.6626440000001,0.14629903954778606,0.04354161459635091,ok
1.9977292725056677,636.636163,0.1590339583283384,0.047637340664833785,ok
1.993089465714676,692.534796,0.17299828366827313,0.05398050487378155,ok
1.9952084340511973,742.5870500000002,0.18550332932300548,0.05033941514621345,ok
1.9914928072843072,798.0158170000001,0.19935362530324677,0.05117345663584104,ok
1.9983708923275305,851.5158810000003,0.2127217197300276,0.04586278430392402,ok
1.99865874194723,910.532806,0.2274632713579916,0.046367408147963016,ok
1.9990622235405906,970.994271,0.2425690525370407,0.046237190702324425,ok
1.9992502539198993,1033.433465,0.2581705167644605,0.04556735816045989,ok
1.9995001249687578,1097.1537500000004,0.27408975949901554,0.04377905523619095,ok
1.99924494487163,1163.967071,0.2907831561698428,0.0426445888527868,ok
1.9985752165745116,1233.497671,0.30815684300906765,0.04392876780804799,ok
1.9991862234859932,1303.6752850000005,0.32569063176970064,0.042425643589102724,ok
1.9995001249687578,1376.5055800000002,0.3438876916599392,0.04257735566108474,ok
1.9985436698966972,1451.44277,0.3626128144623427,0.042585353661584606,ok
1.9985577896796733,1524.711162,0.380914032851822,0.030596850787303176,ok
1.9986111990810096,1602.7895700000008,0.4004213443935942,0.02852086978255436,ok
1.9995001249687578,1684.577148,0.4208568008615192,0.03138465383654086,ok
1.9995001249687578,1768.1594679999998,0.44174104830478195,0.03398300424893777,ok
1.9995001249687578,1852.155882,0.46273041790277253,0.03165258685328668,ok
1.9966691900194158,1944.0638389999995,0.4856947807011005,0.041586853286678334,ok
1.9964785323601615,2031.7391129999996,0.5075991642609219,0.03856810797300675,ok
1.9995001249687578,2118.911652,0.5293778686655506,0.030838290427393156,ok
1.9995001249687578,2213.391403,0.5529844433769089,0.035682829292676826,ok
1.9993316512005463,2308.033084999999,0.5766319670317365,0.03458860284928768,ok
1.9995001249687578,2404.2129589999995,0.6006644694071418,0.03271657085728568,ok
1.9995001249687578,2503.483145,0.6254680143970504,0.0332049487628093,ok
1.9602137689771508,40.048788,0.009954650860653993,0.07096525868532867,qo'lni qisish
1.9887162607935869,29.002729000000002,0.007198545529825992,0.057165458635341164,qo'lni qisish
1.982735464096985,37.411973,0.009303121092258804,0.061898775306173465,qo'lni qisish
1.966785285433203,46.38177,0.011548966546541318,0.06317370657335666,qo'lni qisish
1.9925916394870289,45.91916400000001,0.011437509357976676,0.05066283429142715,qo'lni qisish
1.9916147972192153,54.45857600000001,0.013574414705246458,0.04939915021244689,qo'lni qisish
1.9922168426120164,70.26371500000002,0.017527382652337414,0.054284178955261185,qo'lni qisish
1.9822387921202653,83.88406100000002,0.020934895104766673,0.051923269182704325,qo'lni qisish
1.987227002250312,106.53528299999998,0.02659732085436527,0.059919270182454396,qo'lni qisish
1.9672902660519571,137.506472,0.034342064663539194,0.07057885528617847,qo'lni qisish
1.9602137689771508,160.048692,0.03997801747988397,0.07346463384153962,qo'lni qisish
