MAV,Label
0.031075731067233197,ok
0.02982154461384654,ok
0.028009747563109224,ok
0.033948262934266435,ok
0.02527343164208948,ok
0.032014496375906025,ok
0.031221944513871534,ok
0.026091977005748564,ok
0.026827793051737065,ok
0.02920244938765309,ok
0.033570357410647345,ok
0.03234566358410398,ok
0.030487878030492375,ok
0.036452886778305424,ok
0.02776405898525369,ok
0.03452261934516371,ok
0.03373031742064484,ok
0.028570107473131715,ok
0.029331917020744815,ok
0.03172531867033242,ok
0.05179555111222195,ok
0.06085378655336166,ok
0.06582629342664335,ok
0.04354161459635091,ok
0.047637340664833785,ok
0.05398050487378155,ok
0.05033941514621345,ok
0.05117345663584104,ok
0.04586278430392402,ok
0.046367408147963016,ok
0.046237190702324425,ok
0.04556735816045989,ok
0.04377905523619095,ok
0.0426445888527868,ok
0.04392876780804799,ok
0.042425643589102724,ok
0.04257735566108474,ok
0.042585353661584606,ok
0.030596850787303176,ok
0.02852086978255436,ok
0.03138465383654086,ok
0.03398300424893777,ok
0.03165258685328668,ok
0.041586853286678334,ok
0.03856810797300675,ok
0.030838290427393156,ok
0.035682829292676826,ok
0.03458860284928768,ok
0.03271657085728568,ok
0.0332049487628093,ok
0.07096525868532867,qo'lni qisish
0.057165458635341164,qo'lni qisish
0.061898775306173465,qo'lni qisish
0.06317370657335666,qo'lni qisish
0.05066283429142715,qo'lni qisish
0.04939915021244689,qo'lni qisish
0.054284178955261185,qo'lni qisish
0.051923269182704325,qo'lni qisish
0.059919270182454396,qo'lni qisish
0.07057885528617847,qo'lni qisish
0.07346463384153962,qo'lni qisish
0.059669832541864545,qo'lni qisish
0.06439315171207198,qo'lni qisish
0.06566833291677082,qo'lni qisish
0.05317145713571608,qo'lni qisish
0.05191527118220445,qo'lni qisish
0.056763309172706826,qo'lni qisish
0.05441839540114971,qo'lni qisish
0.062413146713321675,qo'lni qisish
0.07308147963009248,qo'lni qisish
0.18917495626093478,qo'lni qisish
0.2127595601099725,qo'lni qisish
0.18760134966258438,qo'lni qisish
0.19354636340914774,qo'lni qisish
0.1513566608347913,qo'lni qisish
0.22085403649087726,qo'lni qisish
0.22655411147213197,qo'lni qisish
0.22645713571607096,qo'lni qisish
0.21451062234441387,qo'lni qisish
0.2226385903524119,qo'lni qisish
0.19608822794301425,qo'lni qisish
0.20723294176455886,qo'lni qisish
0.19297450637340666,qo'lni qisish
0.19128742814296423,qo'lni qisish
0.21669032741814545,qo'lni qisish
0.1968000499875031,qo'lni qisish
0.2067433141714571,qo'lni qisish
0.19467358160459883,qo'lni qisish
0.1646243439140215,qo'lni qisish
0.18794901274681328,qo'lni qisish
0.12842314421394652,qo'lni qisish
0.16284728817795552,qo'lni qisish
0.12342839290177454,qo'lni qisish
0.13140364908772806,qo'lni qisish
0.1378182954261435,qo'lni qisish
0.11756485878530366,qo'lni qisish
0.14504998750312423,qo'lni qisish
0.09924293926518368,qo'lni qisish
0.11513021744563859,qo'lni qisish
0.10815571107223194,qo'lni qisish
0.038699075231192204,yoyish
0.033801049737565605,yoyish
0.029916520869782554,yoyish
0.028692326918270436,yoyish
0.0266753311672082,yoyish
0.026713321669582606,yoyish
0.022552361909522627,yoyish
0.030361409647588107,yoyish
0.028712321919520122,yoyish
0.03556085978505374,yoyish
0.04121119720069983,yoyish
0.036289427643089234,yoyish
0.03241914521369658,yoyish
0.031189952511872034,yoyish
0.029178705323669084,yoyish
0.029209697575606104,yoyish
0.025050737315671086,yoyish
0.03286328417895527,yoyish
0.03120994751312172,yoyish
0.038059485128717825,yoyish
0.05222394401399651,yoyish
0.051062984253936516,yoyish
0.04893401649587604,yoyish
0.05164258935266184,yoyish
0.04349862534366409,yoyish
0.04777055736065984,yoyish
0.04635216195951013,yoyish
0.04419245188702825,yoyish
0.05067858035491127,yoyish
0.04827593101724569,yoyish
0.052390402399400154,yoyish
0.07463809047738065,yoyish
0.06076330917270683,yoyish
0.05526968257935516,yoyish
0.06501099725068733,yoyish
0.05382204448887778,yoyish
0.057503124218945274,yoyish
0.06339665083729067,yoyish
0.05671357160709822,yoyish
0.057014496375906026,yoyish
0.08097075731067233,yoyish
0.08266308422894277,yoyish
0.0848032991752062,yoyish
0.07297075731067233,yoyish
0.07253586603349164,yoyish
0.09433691577105724,yoyish
0.07066483379155211,yoyish
0.09425968507873031,yoyish
0.08886978255436141,yoyish
0.094711072231942,yoyish
