MAV,G,MAV1,TM5,AAC,Label
0.031075731067233197,-28.818,0.5001249687578105,0.00213185903524119,0.0332845,ok
0.02982154461384654,-27.984,0.5003749062734316,0.002664625843539115,0.029833500000000002,ok
0.028009747563109224,-26.685000000000002,0.5006248437890527,0.0036968545363659086,0.027953250000000006,ok
0.033948262934266435,-26.025,0.5008747813046738,0.00613473056735816,0.034080000000000006,ok
0.02527343164208948,-25.083000000000006,0.501124718820295,0.0073181892026993245,0.0246565,ok
0.032014496375906025,-23.59,0.501374656335916,0.010811981004748814,0.03126375,ok
0.031221944513871534,-23.011000000000003,0.5016245938515371,0.013922448137965514,0.029682750000000004,ok
0.026091977005748564,-22.026,0.5018745313671582,0.017069681579605096,0.02516375,ok
0.026827793051737065,-21.03,0.5021244688827793,0.021429276680829796,0.026138500000000002,ok
0.02920244938765309,-19.881000000000004,0.5023744063984004,0.026386029742564356,0.026541500000000003,ok
0.033570357410647345,-18.767000000000003,0.5026243439140214,0.03212425568607848,0.035784500000000004,ok
0.03234566358410398,-18.013000000000005,0.5028742814296426,0.03765684203949012,0.032351,ok
0.030487878030492375,-16.656,0.5031242189452637,0.0436859535116221,0.030450250000000005,ok
0.036452886778305424,-16.092,0.5033741564608848,0.05112364208947763,0.036577000000000005,ok
0.02776405898525369,-15.048000000000002,0.5036240939765059,0.05730547763059236,0.027147,ok
0.03452261934516371,-13.613,0.503874031492127,0.06579849262684326,0.03378075,ok
0.03373031742064484,-13.001000000000003,0.504123969007748,0.07390775831042239,0.03217325000000001,ok
0.028570107473131715,-11.992999999999999,0.5043739065233691,0.08205281054736312,0.027666750000000004,ok
0.029331917020744815,-11.004999999999995,0.5046238440389903,0.09141187578105475,0.028648000000000003,ok
0.03172531867033242,-9.923000000000002,0.5048737815546114,0.10136820969757557,0.029053000000000002,ok
0.05179555111222195,32.974000000000004,0.5051237190702325,0.11413368107973003,0.046019250000000005,ok
0.06085378655336166,33.784,0.505610097475631,0.12713105523619095,0.053645500000000006,ok
0.06582629342664335,34.79900000000001,0.5056295926018495,0.1389401722069483,0.060168000000000006,ok
0.04354161459635091,35.791999999999994,0.5058735316170957,0.14637906623344166,0.035404750000000006,ok
0.047637340664833785,36.95300000000001,0.5061234691327168,0.1591192609347663,0.04122625,ok
0.05398050487378155,38.406000000000006,0.506373406648338,0.17309042639340166,0.0471765,ok
0.05033941514621345,39.41200000000001,0.506623344163959,0.1856003624093977,0.04335275,ok
0.05117345663584104,40.103,0.5068732816795801,0.19945409072731818,0.045006750000000005,ok
0.04586278430392402,40.81099999999999,0.5071232191952012,0.2128257638090478,0.03764700000000001,ok
0.046367408147963016,42.538,0.5073731567108223,0.22757630742314422,0.038386750000000004,ok
0.046237190702324425,43.61700000000001,0.5076230942264434,0.24268789577605598,0.039082000000000006,ok
0.04556735816045989,44.422999999999995,0.5078730317420644,0.2582937928017996,0.039221000000000006,ok
0.04377905523619095,45.64000000000001,0.5081229692576856,0.27421988252936774,0.036098,ok
0.0426445888527868,46.639,0.5083729067733067,0.2909190379905024,0.03592599999999999,ok
0.04392876780804799,47.42499999999999,0.5086228442889278,0.3082973434141465,0.03785725,ok
0.042425643589102724,48.465,0.5088727818045489,0.3258373619095227,0.03640474999999999,ok
0.04257735566108474,49.43999999999999,0.50912271932017,0.3440403849037741,0.036103500000000004,ok
0.042585353661584606,50.162000000000006,0.509372656835791,0.36277000000000004,0.03597875,ok
0.030596850787303176,51.934,0.5096225943514121,0.3810825198700325,0.0285935,ok
0.02852086978255436,53.064,0.5098725318670333,0.4005972431892029,0.02690425,ok
0.03138465383654086,54.01,0.5101224693826544,0.4210390272431892,0.02919875,ok
0.03398300424893777,54.90799999999999,0.5103724068982755,0.4419293846538365,0.03334525,ok
0.03165258685328668,55.55799999999999,0.5106223444138965,0.4629232396900775,0.0310015,ok
0.041586853286678334,56.541,0.5108722819295176,0.48589448612846775,0.0402305,ok
0.03856810797300675,57.79499999999999,0.5111222194451387,0.5078078262934266,0.036633000000000006,ok
0.030838290427393156,59.02600000000001,0.5113721569607598,0.5295955141214695,0.030288999999999996,ok
0.035682829292676826,60.028999999999996,0.5116220944763809,0.5532095483629093,0.033923749999999996,ok
0.03458860284928768,60.95299999999999,0.511872031992002,0.5768640552361908,0.0330195,ok
0.03271657085728568,61.79499999999999,0.5121219695076231,0.6009030139965007,0.031315,ok
0.0332049487628093,62.797000000000004,0.5123719070232442,0.6257143576605849,0.0316,ok
0.07096525868532867,-29.684,0.500153711572107,0.010009694576355912,0.056119,qo'lni qisish
0.057165458635341164,-28.383,0.5003749062734316,0.007248870032491877,0.047019750000000006,qo'lni qisish
0.061898775306173465,-27.585,0.5006248437890527,0.009350655586103474,0.04747225,qo'lni qisish
0.06317370657335666,-26.411999999999995,0.5008747813046738,0.011592544363909024,0.046920500000000004,qo'lni qisish
0.05066283429142715,-25.118000000000002,0.501124718820295,0.011476921769557613,0.038964,qo'lni qisish
0.04939915021244689,-24.28,0.501374656335916,0.013611241189702576,0.03747500000000001,qo'lni qisish
0.054284178955261185,-23.383000000000003,0.501626593351662,0.017561538365408653,0.04002775,qo'lni qisish
0.051923269182704325,-22.233,0.5018745313671582,0.020965773806548366,0.03915475000000001,qo'lni qisish
0.059919270182454396,-21.857,0.5021244688827793,0.02662716395901024,0.046158500000000005,qo'lni qisish
0.07057885528617847,-20.386,0.5024346413396651,0.034368025993501625,0.051431250000000005,qo'lni qisish
0.07346463384153962,-19.664,0.5026530867283179,0.040002172456885775,0.0586225,qo'lni qisish
0.059669832541864545,-18.293000000000003,0.5028742814296426,0.042240157210697335,0.04952675000000001,qo'lni qisish
0.06439315171207198,-17.681,0.5031242189452637,0.04934053461634592,0.04996175,qo'lni qisish
0.06566833291677082,-16.386999999999993,0.5033741564608848,0.05658123094226444,0.049426500000000005,qo'lni qisish
0.05317145713571608,-15.123000000000001,0.5036240939765059,0.0614647070732317,0.041478,qo'lni qisish
0.05191527118220445,-14.270999999999999,0.503874031492127,0.06859823119220192,0.03998300000000001,qo'lni qisish
0.056763309172706826,-13.364000000000004,0.5041259685078731,0.07754559510122468,0.04251125000000001,qo'lni qisish
0.05441839540114971,-12.172,0.5043739065233691,0.08594946963259184,0.041663750000000006,qo'lni qisish
0.062413146713321675,-11.841000000000005,0.5046238440389903,0.09660961484628845,0.0486585,qo'lni qisish
0.07308147963009248,-10.419,0.504934016495876,0.10934927043239188,0.05393175000000001,qo'lni qisish
0.18917495626093478,30.417000000000005,0.524277680579855,0.1898260582354411,0.1595665,qo'lni qisish
0.2127595601099725,33.967000000000006,0.5310734816295926,0.21904218170457387,0.17066425,qo'lni qisish
0.18760134966258438,31.79900000000001,0.5214398900274931,0.2061644726318421,0.14570824999999998,qo'lni qisish
0.19354636340914774,32.50699999999999,0.5237605598600349,0.2221978652836791,0.148559,qo'lni qisish
0.1513566608347913,36.474,0.5171224693826544,0.20915382804298932,0.12036474999999999,qo'lni qisish
0.22085403649087726,32.437000000000005,0.5396943264183954,0.2803499192701825,0.16108825,qo'lni qisish
0.22655411147213197,37.579,0.5365618595351163,0.2895325716070982,0.17339325000000003,qo'lni qisish
0.22645713571607096,34.969000000000015,0.5387913021744564,0.30764157935516134,0.16529675,qo'lni qisish
0.21451062234441387,38.35100000000001,0.5350094976255937,0.3104176753311672,0.15963249999999998,qo'lni qisish
0.2226385903524119,37.501000000000005,0.5403729067733067,0.3365732594351412,0.1682705,qo'lni qisish
0.19608822794301425,43.447,0.5324628842789303,0.32797546238440395,0.14614349999999998,qo'lni qisish
0.20723294176455886,40.861000000000004,0.5327798050487378,0.3489285431142213,0.15417000000000003,qo'lni qisish
0.19297450637340666,43.471,0.527281679580105,0.3509885581104722,0.14398824999999998,qo'lni qisish
0.19128742814296423,43.657,0.5285528617845539,0.36959433066733316,0.141656,qo'lni qisish
0.21669032741814545,45.99,0.5320559860034991,0.40157972756810795,0.1627975,qo'lni qisish
0.1968000499875031,45.89899999999999,0.5317558110472381,0.4108563356660834,0.1406055,qo'lni qisish
0.2067433141714571,45.390000000000015,0.5305198700324918,0.42971400049987485,0.15656625,qo'lni qisish
0.19467358160459883,46.735,0.5265041239690078,0.438813111472132,0.14635275,qo'lni qisish
0.1646243439140215,50.82599999999999,0.519049487628093,0.43439984103974,0.12321800000000001,qo'lni qisish
0.18794901274681328,51.657999999999994,0.5232174456385904,0.46916981904523863,0.13832575,qo'lni qisish
0.12842314421394652,51.37900000000001,0.5129845038740315,0.44912888202949264,0.10291325000000001,qo'lni qisish
0.16284728817795552,52.55,0.5165093726568358,0.4871765463634092,0.13491625,qo'lni qisish
0.12342839290177454,53.626999999999995,0.5135321169707573,0.48927399875031236,0.10148349999999999,qo'lni qisish
0.13140364908772806,54.03400000000001,0.5123686578355411,0.5114964148962758,0.106624,qo'lni qisish
0.1378182954261435,55.70299999999999,0.5128145463634091,0.5352528870282429,0.1145115,qo'lni qisish
0.11756485878530366,57.17900000000001,0.512166958260435,0.5498649980004999,0.09180799999999999,qo'lni qisish
0.14504998750312423,57.973000000000006,0.5156893276680831,0.5875542801799549,0.1139975,qo'lni qisish
0.09924293926518368,58.75300000000001,0.5132609347663085,0.5927199602599348,0.07734325000000002,qo'lni qisish
0.11513021744563859,60.197999999999986,0.51344063984004,0.6212951552111972,0.08819025000000001,qo'lni qisish
0.10815571107223194,60.978999999999985,0.5130179955011247,0.6422163901524619,0.08639250000000001,qo'lni qisish
0.038699075231192204,-29.265,0.5001249687578105,0.0035083106723319177,0.03161425,yoyish
0.033801049737565605,-28.322000000000003,0.5003749062734316,0.003287665083729067,0.0274835,yoyish
0.029916520869782554,-26.718,0.5006248437890527,0.004130012996750812,0.02307,yoyish
0.028692326918270436,-26.412,0.5008747813046738,0.005584971257185706,0.023293750000000002,yoyish
0.0266753311672082,-25.158,0.501124718820295,0.0076088047988003,0.021731500000000004,yoyish
0.026713321669582606,-24.26,0.501374656335916,0.010282000999750062,0.021097750000000005,yoyish
0.022552361909522627,-23.156,0.5016245938515371,0.0131161839540115,0.018459500000000004,yoyish
0.030361409647588107,-22.384000000000004,0.5018745313671582,0.01775968907773057,0.02467725,yoyish
0.028712321919520122,-20.996000000000002,0.5021244688827793,0.02162129017745563,0.023665000000000002,yoyish
0.03556085978505374,-20.491000000000007,0.5023744063984004,0.02729900499875031,0.02776175,yoyish
0.04121119720069983,-19.308,0.5026243439140214,0.033501116220944774,0.03411875,yoyish
0.036289427643089234,-18.298,0.5028742814296426,0.03827864683829043,0.029979000000000002,yoyish
0.03241914521369658,-16.731,0.5031242189452637,0.04412008172956761,0.0255715,yoyish
0.031189952511872034,-16.405,0.5033741564608848,0.05057366683329166,0.025793750000000004,yoyish
