VAR,TM3,FFT,Label
0.002079980157672404,0.031075731067233197,2.375183474658589,ok
0.0026157062903731706,0.02982154461384654,2.8418657528091673,ok
0.0036523712042496755,0.028009747563109224,3.5239339433287284,ok
0.00609242043600572,0.033948262934266435,4.598272655504266,ok
0.007278886550919132,0.02527343164208948,5.229976743318761,ok
0.010777217882232766,0.032014496375906025,6.313369079444293,ok
0.013889370546266206,0.031221944513871534,7.255133540592917,ok
0.017039375192442825,0.026091977005748564,8.147243695812298,ok
0.021401649190051886,0.026827793051737065,9.137989189334325,ok
0.026361338704564054,0.02920244938765309,10.147493626501154,ok
0.03210225417014904,0.033570357410647345,11.178909013943246,ok
0.03763657291475682,0.03234566358410398,12.143168599071466,ok
0.04366862328182013,0.030487878030492375,13.114315884996214,ok
0.051107465649708535,0.036452886778305424,14.161480165417403,ok
0.057291332060261616,0.02776405898525369,15.075967901105038,ok
0.0657869163051652,0.03452261934516371,16.117061062995635,ok
0.0738971994654423,0.03373031742064484,17.10483401810201,ok
0.08204382553736725,0.028570107473131715,18.065527981198418,ok
0.09140431018776177,0.029331917020744815,19.064577298768373,ok
0.10136205865291989,0.03172531867033242,20.073139033604463,ok
0.11406575975238882,0.05179555111222195,21.181263176433312,ok
0.1270597559742781,0.06085378655336166,22.26128446531144,ok
0.13886452438552455,0.06582629342664335,23.321993623516153,ok
0.14629903954778606,0.04354161459635091,24.110453645882718,ok
0.1590339583283384,0.047637340664833785,25.12420846443069,ok
0.17299828366827313,0.05398050487378155,26.135538853706166,ok
0.18550332932300548,0.05033941514621345,27.101213394358982,ok
0.19935362530324677,0.05117345663584104,28.120341533450024,ok
0.2127217197300276,0.04586278430392402,29.069530166540737,ok
0.2274632713579916,0.046367408147963016,30.10816897681151,ok
0.2425690525370407,0.046237190702324425,31.094990403439276,ok
0.2581705167644605,0.04556735816045989,32.05783313192477,ok
0.27408975949901554,0.04377905523619095,33.04516171047037,ok
0.2907831561698428,0.0426445888527868,34.04903861129844,ok
0.30815684300906765,0.04392876780804799,35.04613315556927,ok
0.32569063176970064,0.042425643589102724,36.04053058267893,ok
0.3438876916599392,0.04257735566108474,37.0361923158199,ok
0.3626128144623427,0.042585353661584606,38.03623207665844,ok
0.380914032851822,0.030596850787303176,39.02274104628105,ok
0.4004213443935942,0.02852086978255436,40.017047999956944,ok
0.4208568008615192,0.03138465383654086,41.02161826831403,ok
0.44174104830478195,0.03398300424893777,42.02433505599877,ok
0.46273041790277253,0.03165258685328668,43.01799252514577,ok
0.4856947807011005,0.041586853286678334,44.04672113596222,ok
0.5075991642609219,0.03856810797300675,45.038642702420105,ok
0.5293778686655506,0.030838290427393156,46.01522967650454,ok
0.5529844433769089,0.035682829292676826,47.024358406004765,ok
0.5766319670317365,0.03458860284928768,48.02105947570065,ok
0.6006644694071418,0.03271657085728568,49.0167176805834,ok
0.6254680143970504,0.0332049487628093,50.017954218218925,ok
0.009954650860653993,0.07096525868532867,4.582441497164012,qo'lni qisish
0.007198545529825992,0.057165458635341164,4.219144243063874,qo'lni qisish
0.009303121092258804,0.061898775306173465,4.97027968274612,qo'lni qisish
0.011548966546541318,0.06317370657335666,5.724627195923704,qo'lni qisish
0.011437509357976676,0.05066283429142715,6.085091783009238,qo'lni qisish
0.013574414705246458,0.04939915021244689,6.853019558017384,qo'lni qisish
0.017527382652337414,0.054284178955261185,7.826548569520851,qo'lni qisish
0.020934895104766673,0.051923269182704325,8.678605988224623,qo'lni qisish
0.02659732085436527,0.059919270182454396,9.800987061986074,qo'lni qisish
0.034342064663539194,0.07057885528617847,11.029176045354147,qo'lni qisish
0.03997801747988397,0.07346463384153962,11.996371797828472,qo'lni qisish
0.04221925304852243,0.059669832541864545,12.547989622425696,qo'lni qisish
0.049321005771926184,0.06439315171207198,13.59253201372883,qo'lni qisish
0.05656445597023638,0.06566833291677082,14.57954965050883,qo'lni qisish
0.06145042014702524,0.05317145713571608,15.37581185221599,qo'lni qisish
0.06858550871417363,0.05191527118220445,16.29890855274745,qo'lni qisish
0.07753443839927295,0.056763309172706826,17.328733764715626,qo'lni qisish
0.08594021441178068,0.05441839540114971,18.2799669788138,qo'lni qisish
0.09660085614612345,0.062413146713321675,19.36499991703371,qo'lni qisish
0.10934248910091893,0.07308147963009248,20.514084400986956,qo'lni qisish
0.18976826251884918,0.18917495626093478,25.113643073925424,qo'lni qisish
0.2189701079279043,0.2127595601099725,26.65380917942964,qo'lni qisish
0.2061013056941962,0.18760134966258438,26.394818599140788,qo'lni qisish
0.22213185422777018,0.19354636340914774,27.567132037457835,qo'lni qisish
0.20907072255867548,0.1513566608347913,27.376116306662382,qo'lni qisish
0.2802841922022619,0.22085403649087726,30.50694823817177,qo'lni qisish
0.289444354393656,0.22655411147213197,31.330630742284917,qo'lni qisish
0.307565190619241,0.22645713571607096,32.20373711215175,qo'lni qisish
0.31032579632634966,0.21451062234441387,32.693815499447545,qo'lni qisish
0.3364854080537602,0.2226385903524119,34.17158973681252,qo'lni qisish
0.3278575437380345,0.19608822794301425,34.041994863498246,qo'lni qisish
0.34882424393776584,0.20723294176455886,35.21187906658409,qo'lni qisish
0.3508705091522672,0.19297450637340666,35.5910011111645,qo'lni qisish
0.3694752693523694,0.19128742814296423,36.4431244634319,qo'lni qisish
0.4014476011333333,0.21669032741814545,37.954960834413605,qo'lni qisish
0.41072473158878503,0.1968000499875031,38.815513485153154,qo'lni qisish
0.42958529910236765,0.2067433141714571,39.67803498181382,qo'lni qisish
0.4386766696874895,0.19467358160459883,40.26173321218363,qo'lni qisish
0.4342384665947983,0.1646243439140215,40.50752903446588,qo'lni qisish
0.46900311809588235,0.18794901274681328,41.87199569774928,qo'lni qisish
0.44896397688980666,0.12842314421394652,41.71786547053153,qo'lni qisish
0.4870040387217618,0.16284728817795552,43.16395359833434,qo'lni qisish
