VAR,TM3,TM5,DASDV,FFT,PSR,Label
0.002079980157672404,0.031075731067233197,0.00213185903524119,0.04929164229359781,2.375183474658589,0.024335041253286425,ok
0.0026157062903731706,0.02982154461384654,0.002664625843539115,0.052021111099245086,2.8418657528091673,0.018358882649344405,ok
0.0036523712042496755,0.028009747563109224,0.0036968545363659086,0.060642412963205876,3.5239339433287284,0.012032751540167912,ok
0.00609242043600572,0.033948262934266435,0.00613473056735816,0.07919878786951225,4.598272655504266,0.006896819817575273,ok
0.007278886550919132,0.02527343164208948,0.0073181892026993245,0.08553484085447287,5.229976743318761,0.00537054327123673,ok
0.010777217882232766,0.032014496375906025,0.010811981004748814,0.10364773875970473,6.313369079444293,0.003215240805619086,ok
0.013889370546266206,0.031221944513871534,0.013922448137965514,0.11745251274451304,7.255133540592917,0.002375845926773515,ok
0.017039375192442825,0.026091977005748564,0.017069681579605096,0.13021420141443868,8.147243695812298,0.0017754512303545143,ok
0.021401649190051886,0.026827793051737065,0.021429276680829796,0.14617111889836518,9.137989189334325,0.0012892404717797998,ok
0.026361338704564054,0.02920244938765309,0.026386029742564356,0.16190904699861586,10.147493626501154,0.000935761773984506,ok
0.03210225417014904,0.033570357410647345,0.03212425568607848,0.1799117144601763,11.178909013943246,0.0006848879595668017,ok
0.03763657291475682,0.03234566358410398,0.03765684203949012,0.19405523311675985,12.143168599071466,0.0006369786073128108,ok
0.04366862328182013,0.030487878030492375,0.0436859535116221,0.20922753702608077,13.114315884996214,0.0006397096816010827,ok
0.051107465649708535,0.036452886778305424,0.05112364208947763,0.22657750770983423,14.161480165417403,0.0006765006483049735,ok
0.057291332060261616,0.02776405898525369,0.05730547763059236,0.23933977521506952,15.075967901105038,0.0005733986878176472,ok
0.0657869163051652,0.03452261934516371,0.06579849262684326,0.2563578821686589,16.117061062995635,0.0006323797373043457,ok
0.0738971994654423,0.03373031742064484,0.07390775831042239,0.27142127265562666,17.10483401810201,0.0005906481012273745,ok
0.08204382553736725,0.028570107473131715,0.08205281054736312,0.2864380216556454,18.065527981198418,0.0004438654840670455,ok
0.09140431018776177,0.029331917020744815,0.09141187578105475,0.302340290070642,19.064577298768373,0.0004709903800760087,ok
0.10136205865291989,0.03172531867033242,0.10136820969757557,0.3179398394350729,20.073139033604463,0.00048083989011275775,ok
0.11406575975238882,0.05179555111222195,0.11413368107973003,0.33620178427545555,21.181263176433312,0.004232212089017979,ok
0.1270597559742781,0.06085378655336166,0.12713105523619095,0.35280521963258993,22.26128446531144,0.004872591243404692,ok
0.13886452438552455,0.06582629342664335,0.1389401722069483,0.37293869603461643,23.321993623516153,0.0017929520153701594,ok
0.14629903954778606,0.04354161459635091,0.14637906623344166,0.3820102338288858,24.110453645882718,0.0017031429041684918,ok
0.1590339583283384,0.047637340664833785,0.1591192609347663,0.39824439324364636,25.12420846443069,0.002033590928696189,ok
0.17299828366827313,0.05398050487378155,0.17309042639340166,0.4145573953025082,26.135538853706166,0.0034487091292934907,ok
0.18550332932300548,0.05033941514621345,0.1856003624093977,0.4292871064334451,27.101213394358982,0.0031142836074237387,ok
0.19935362530324677,0.05117345663584104,0.19945409072731818,0.4455628011290889,28.120341533450024,0.0024893908648783527,ok
0.2127217197300276,0.04586278430392402,0.2128257638090478,0.4600459716158811,29.069530166540737,0.0031425455985779607,ok
0.2274632713579916,0.046367408147963016,0.22757630742314422,0.4767464816335827,30.10816897681151,0.0005339881437927335,ok
0.2425690525370407,0.046237190702324425,0.24268789577605598,0.49212411950645135,31.094990403439276,0.0008266852941680838,ok
0.2581705167644605,0.04556735816045989,0.2582937928017996,0.507549477391121,32.05783313192477,0.0019864586212329036,ok
0.27408975949901554,0.04377905523619095,0.27421988252936774,0.5223636190432868,33.04516171047037,0.0021978077722715006,ok
0.2907831561698428,0.0426445888527868,0.2909190379905024,0.5382249060569383,34.04903861129844,0.001877394981478509,ok
0.30815684300906765,0.04392876780804799,0.3082973434141465,0.5540561851021971,35.04613315556927,0.0018801401574058353,ok
0.32569063176970064,0.042425643589102724,0.3258373619095227,0.5697631229291694,36.04053058267893,0.0018586996834038206,ok
0.3438876916599392,0.04257735566108474,0.3440403849037741,0.5854777544877345,37.0361923158199,0.0016912066225526713,ok
0.3626128144623427,0.042585353661584606,0.36277000000000004,0.6013276741926983,38.03623207665844,0.0015940950091062984,ok
0.380914032851822,0.030596850787303176,0.3810825198700325,0.6172387329874885,39.02274104628105,0.000442127385606452,ok
0.4004213443935942,0.02852086978255436,0.4005972431892029,0.632906675387454,40.017047999956944,0.0004390913781836583,ok
0.4208568008615192,0.03138465383654086,0.4210390272431892,0.6486534970614126,41.02161826831403,0.0004328016404160166,ok
0.44174104830478195,0.03398300424893777,0.4419293846538365,0.6647168887955234,42.02433505599877,0.0004261684232696477,ok
0.46273041790277253,0.03165258685328668,0.4629232396900775,0.6804517899895627,43.01799252514577,0.000416530799866687,ok
0.4856947807011005,0.041586853286678334,0.48589448612846775,0.6971958569871167,44.04672113596222,0.0004110057493314019,ok
0.5075991642609219,0.03856810797300675,0.5078078262934266,0.7125798225462183,45.038642702420105,0.00041090747660966446,ok
0.5293778686655506,0.030838290427393156,0.5295955141214695,0.7275843250098232,46.01522967650454,0.0004109654446001966,ok
0.5529844433769089,0.035682829292676826,0.5532095483629093,0.7436818336829266,47.024358406004765,0.0004069072680805719,ok
0.5766319670317365,0.03458860284928768,0.5768640552361908,0.7594260675009779,48.02105947570065,0.0004023273808587951,ok
0.6006644694071418,0.03271657085728568,0.6009030139965007,0.775033963126778,49.0167176805834,0.00039697685616896076,ok
0.6254680143970504,0.0332049487628093,0.6257143576605849,0.790855267416232,50.017954218218925,0.00039369923435240485,ok
0.009954650860653993,0.07096525868532867,0.010009694576355912,0.07874451726945819,4.582441497164012,0.00549904048340662,qo'lni qisish
0.007198545529825992,0.057165458635341164,0.007248870032491877,0.07180319108507643,4.219144243063874,0.00694239273711824,qo'lni qisish
0.009303121092258804,0.061898775306173465,0.009350655586103474,0.07990349022414478,4.97027968274612,0.005248818645975793,qo'lni qisish
0.011548966546541318,0.06317370657335666,0.011592544363909024,0.09028473569768036,5.724627195923704,0.004753563798089232,qo'lni qisish
0.011437509357976676,0.05066283429142715,0.011476921769557613,0.0964251886179125,6.085091783009238,0.004244605861925246,qo'lni qisish
0.013574414705246458,0.04939915021244689,0.013611241189702576,0.10829789240793194,6.853019558017384,0.0027055934093635258,qo'lni qisish
0.017527382652337414,0.054284178955261185,0.017561538365408653,0.12280505995275602,7.826548569520851,0.0024005826107342345,qo'lni qisish
0.020934895104766673,0.051923269182704325,0.020965773806548366,0.13688016565594888,8.678605988224623,0.00283564910598662,qo'lni qisish
0.02659732085436527,0.059919270182454396,0.02662716395901024,0.15471429475003273,9.800987061986074,0.0021682721224457768,qo'lni qisish
0.034342064663539194,0.07057885528617847,0.034368025993501625,0.1724884220752222,11.029176045354147,0.0022778489824858876,qo'lni qisish
0.03997801747988397,0.07346463384153962,0.040002172456885775,0.19043555209046445,11.996371797828472,0.0018366533067595875,qo'lni qisish
0.04221925304852243,0.059669832541864545,0.042240157210697335,0.2003568510183767,12.547989622425696,0.001770292396390836,qo'lni qisish
0.049321005771926184,0.06439315171207198,0.04934053461634592,0.2154153296541358,13.59253201372883,0.0016708007517961046,qo'lni qisish
0.05656445597023638,0.06566833291677082,0.05658123094226444,0.23057846386859288,14.57954965050883,0.0015311296116427685,qo'lni qisish
0.06145042014702524,0.05317145713571608,0.0614647070732317,0.2437893250329062,15.37581185221599,0.001365654750484023,qo'lni qisish
0.06858550871417363,0.05191527118220445,0.06859823119220192,0.2581628274945872,16.29890855274745,0.0008956125934559971,qo'lni qisish
0.07753443839927295,0.056763309172706826,0.07754559510122468,0.2742284927756414,17.328733764715626,0.0010325988178017606,qo'lni qisish
0.08594021441178068,0.05441839540114971,0.08594946963259184,0.28937582613273,18.2799669788138,0.0012088105117014558,qo'lni qisish
0.09660085614612345,0.062413146713321675,0.09660961484628845,0.30644673843916176,19.36499991703371,0.0010567774089729565,qo'lni qisish
0.10934248910091893,0.07308147963009248,0.10934927043239188,0.32370070705823306,20.514084400986956,0.0011745356668033885,qo'lni qisish
0.18976826251884918,0.18917495626093478,0.1898260582354411,0.41420949530400675,25.113643073925424,0.003139025729213689,qo'lni qisish
0.2189701079279043,0.2127595601099725,0.21904218170457387,0.4277180680658697,26.65380917942964,0.003560840701333918,qo'lni qisish
0.2061013056941962,0.18760134966258438,0.2061644726318421,0.4203798481730541,26.394818599140788,0.004451392918499226,qo'lni qisish
0.22213185422777018,0.19354636340914774,0.2221978652836791,0.4358275083103406,27.567132037457835,0.002659000523812435,qo'lni qisish
0.20907072255867548,0.1513566608347913,0.20915382804298932,0.43362082024506154,27.376116306662382,0.0031324680672241696,qo'lni qisish
0.2802841922022619,0.22085403649087726,0.2803499192701825,0.4771690693559255,30.50694823817177,0.004308628319027316,qo'lni qisish
0.289444354393656,0.22655411147213197,0.2895325716070982,0.49360239996377653,31.330630742284917,0.0032697056752956713,qo'lni qisish
0.307565190619241,0.22645713571607096,0.30764157935516134,0.5043557635736902,32.20373711215175,0.007783520026776888,qo'lni qisish
0.31032579632634966,0.21451062234441387,0.3104176753311672,0.5141275809563226,32.693815499447545,0.002435295990359348,qo'lni qisish
0.3364854080537602,0.2226385903524119,0.3365732594351412,0.5373053768575186,34.17158973681252,0.00257637241509029,qo'lni qisish
0.3278575437380345,0.19608822794301425,0.32797546238440395,0.536566501470228,34.041994863498246,0.00569419592817081,qo'lni qisish
0.34882424393776584,0.20723294176455886,0.3489285431142213,0.5548760194854343,35.21187906658409,0.0028518519678411287,qo'lni qisish
0.3508705091522672,0.19297450637340666,0.3509885581104722,0.5616945520031326,35.5910011111645,0.00324498402336772,qo'lni qisish
0.3694752693523694,0.19128742814296423,0.36959433066733316,0.5765692989572025,36.4431244634319,0.00265265125361579,qo'lni qisish
0.4014476011333333,0.21669032741814545,0.40157972756810795,0.6026155320766301,37.954960834413605,0.002204593986503429,qo'lni qisish
0.41072473158878503,0.1968000499875031,0.4108563356660834,0.606998971168815,38.815513485153154,0.001472466575816571,qo'lni qisish
0.42958529910236765,0.2067433141714571,0.42971400049987485,0.626692985639699,39.67803498181382,0.0020571811457111107,qo'lni qisish
0.4386766696874895,0.19467358160459883,0.438813111472132,0.6366368829639076,40.26173321218363,0.0016622545485168408,qo'lni qisish
0.4342384665947983,0.1646243439140215,0.43439984103974,0.6406747138759262,40.50752903446588,0.001857969294946284,qo'lni qisish
0.46900311809588235,0.18794901274681328,0.46916981904523863,0.6619603358585769,41.87199569774928,0.0024177118044554392,qo'lni qisish
0.44896397688980666,0.12842314421394652,0.44912888202949264,0.6645509779166682,41.71786547053153,0.0017505559449062101,qo'lni qisish
