MAV,G,MAV1,MAV2,SSI,VAR,TM3,TM5,RMS,LOG,Label
0.031075731067233197,-28.818,0.5001249687578105,1.9987037150203826,8.529568000000001,0.002079980157672404,0.031075731067233197,0.00213185903524119,0.04617205903185594,0.0301107059641499,ok
0.02982154461384654,-27.984,0.5003749062734316,1.9991767906561226,10.661168,0.0026157062903731706,0.02982154461384654,0.002664625843539115,0.05162001398236071,0.02880745856145633,ok
0.028009747563109224,-26.685000000000002,0.5006248437890527,1.9995001249687578,14.791115,0.0036523712042496755,0.028009747563109224,0.0036968545363659086,0.060801764253727936,0.026917296647540313,ok
0.033948262934266435,-26.025,0.5008747813046738,1.9995001249687578,24.545057,0.00609242043600572,0.033948262934266435,0.00613473056735816,0.07832452085623097,0.03234501111869993,ok
0.02527343164208948,-25.083000000000006,0.501124718820295,1.9995001249687578,29.280074999999997,0.007278886550919132,0.02527343164208948,0.0073181892026993245,0.08554641548714548,0.023957809003917183,ok
0.032014496375906025,-23.59,0.501374656335916,1.998912360434635,43.258736000000006,0.010777217882232766,0.032014496375906025,0.010811981004748814,0.10398067611219315,0.030142637339225203,ok
0.031221944513871534,-23.011000000000003,0.5016245938515371,1.9991107612218415,55.703715000000024,0.013889370546266206,0.031221944513871534,0.013922448137965514,0.11799342413018411,0.029197362258939905,ok
0.026091977005748564,-22.026,0.5018745313671582,1.9995001249687578,68.295796,0.017039375192442825,0.026091977005748564,0.017069681579605096,0.13065099149874485,0.024126208340019075,ok
0.026827793051737065,-21.03,0.5021244688827793,1.9995001249687578,85.73853600000001,0.021401649190051886,0.026827793051737065,0.021429276680829796,0.1463874198175164,0.0245880274584475,ok
0.02920244938765309,-19.881000000000004,0.5023744063984004,1.9995001249687578,105.57050499999998,0.026361338704564054,0.02920244938765309,0.026386029742564356,0.16243777190839684,0.026638882672897195,ok
0.033570357410647345,-18.767000000000003,0.5026243439140214,1.9987037150203826,128.52914700000002,0.03210225417014904,0.033570357410647345,0.03212425568607848,0.17923240690812162,0.030553837013775967,ok
0.03234566358410398,-18.013000000000005,0.5028742814296426,1.9991767906561226,150.66502499999999,0.03763657291475682,0.03234566358410398,0.03765684203949012,0.19405370916189704,0.02919822469259466,ok
0.030487878030492375,-16.656,0.5031242189452637,1.9995001249687578,174.78750000000002,0.04366862328182013,0.030487878030492375,0.0436859535116221,0.2090118501703243,0.02720960476445725,ok
0.036452886778305424,-16.092,0.5033741564608848,1.9995001249687578,204.545692,0.051107465649708535,0.036452886778305424,0.05112364208947763,0.22610537828516514,0.03262476634013337,ok
0.02776405898525369,-15.048000000000002,0.5036240939765059,1.9995001249687578,229.27921600000002,0.057291332060261616,0.02776405898525369,0.05730547763059236,0.23938562536332952,0.024194312859268916,ok
0.03452261934516371,-13.613,0.503874031492127,1.998912360434635,263.2597689999999,0.0657869163051652,0.03452261934516371,0.06579849262684326,0.2565121685745985,0.03037302862639843,ok
0.03373031742064484,-13.001000000000003,0.504123969007748,1.9991107612218415,295.70494099999996,0.0738971994654423,0.03373031742064484,0.07390775831042239,0.27185981370997514,0.029408892119938367,ok
0.028570107473131715,-11.992999999999999,0.5043739065233691,1.9995001249687578,328.29329499999983,0.08204382553736725,0.028570107473131715,0.08205281054736312,0.2864486176391206,0.02429202720281143,ok
0.029331917020744815,-11.004999999999995,0.5046238440389903,1.9995001249687578,365.7389150000001,0.09140431018776177,0.029331917020744815,0.09141187578105475,0.30234396931484303,0.024765972969199433,ok
0.03172531867033242,-9.923000000000002,0.5048737815546114,1.9995001249687578,405.57420699999983,0.10136205865291989,0.03172531867033242,0.10136820969757557,0.318383745969507,0.026823541896671226,ok
0.05179555111222195,32.974000000000004,0.5051237190702325,1.9911532947649115,456.64885799999985,0.11406575975238882,0.05179555111222195,0.11413368107973003,0.33783676691522196,0.04550948560374761,ok
0.06085378655336166,33.784,0.505610097475631,1.9750049654856967,508.65135200000003,0.1270597559742781,0.06085378655336166,0.12713105523619095,0.3565544211423986,0.05341720506360615,ok
0.06582629342664335,34.79900000000001,0.5056295926018495,1.9711252674834292,555.8996290000001,0.13886452438552455,0.06582629342664335,0.1389401722069483,0.37274679369103675,0.05783910626363489,ok
0.04354161459635091,35.791999999999994,0.5058735316170957,1.9991932201747113,585.6626440000001,0.14629903954778606,0.04354161459635091,0.14637906623344166,0.38259517277854105,0.037207014195930505,ok
0.047637340664833785,36.95300000000001,0.5061234691327168,1.9977292725056677,636.636163,0.1590339583283384,0.047637340664833785,0.1591192609347663,0.3988975569425893,0.040835457280827187,ok
0.05398050487378155,38.406000000000006,0.506373406648338,1.993089465714676,692.534796,0.17299828366827313,0.05398050487378155,0.17309042639340166,0.4160413758190424,0.046397341934487336,ok
0.05033941514621345,39.41200000000001,0.506623344163959,1.9952084340511973,742.5870500000002,0.18550332932300548,0.05033941514621345,0.1856003624093977,0.4308136051814029,0.04284179167270705,ok
0.05117345663584104,40.103,0.5068732816795801,1.9914928072843072,798.0158170000001,0.19935362530324677,0.05117345663584104,0.19945409072731818,0.44660283331761136,0.04338876908987423,ok
0.04586278430392402,40.81099999999999,0.5071232191952012,1.9983708923275305,851.5158810000003,0.2127217197300276,0.04586278430392402,0.2128257638090478,0.46133042801125507,0.03823210789429792,ok
0.046367408147963016,42.538,0.5073731567108223,1.99865874194723,910.532806,0.2274632713579916,0.046367408147963016,0.22757630742314422,0.477049585916542,0.03848906832205404,ok
0.046237190702324425,43.61700000000001,0.5076230942264434,1.9990622235405906,970.994271,0.2425690525370407,0.046237190702324425,0.24268789577605598,0.49263363240450403,0.038175539273463815,ok
0.04556735816045989,44.422999999999995,0.5078730317420644,1.9992502539198993,1033.433465,0.2581705167644605,0.04556735816045989,0.2582937928017996,0.5082261236908229,0.037326440703989154,ok
0.04377905523619095,45.64000000000001,0.5081229692576856,1.9995001249687578,1097.1537500000004,0.27408975949901554,0.04377905523619095,0.27421988252936774,0.5236600830017195,0.03544085044680184,ok
0.0426445888527868,46.639,0.5083729067733067,1.99924494487163,1163.967071,0.2907831561698428,0.0426445888527868,0.2909190379905024,0.5393691110830341,0.034090955821011085,ok
0.04392876780804799,47.42499999999999,0.5086228442889278,1.9985752165745116,1233.497671,0.30815684300906765,0.04392876780804799,0.3082973434141465,0.5552453002179726,0.035069802025131824,ok
0.042425643589102724,48.465,0.5088727818045489,1.9991862234859932,1303.6752850000005,0.32569063176970064,0.042425643589102724,0.3258373619095227,0.5708216550810968,0.033419371119071735,ok
0.04257735566108474,49.43999999999999,0.50912271932017,1.9995001249687578,1376.5055800000002,0.3438876916599392,0.04257735566108474,0.3440403849037741,0.5865495587789442,0.03334542220744991,ok
0.042585353661584606,50.162000000000006,0.509372656835791,1.9985436698966972,1451.44277,0.3626128144623427,0.042585353661584606,0.36277000000000004,0.6023039099989307,0.03311833784757337,ok
0.030596850787303176,51.934,0.5096225943514121,1.9985577896796733,1524.711162,0.380914032851822,0.030596850787303176,0.3810825198700325,0.6173188154187692,0.02132989352943586,ok
0.02852086978255436,53.064,0.5098725318670333,1.9986111990810096,1602.7895700000008,0.4004213443935942,0.02852086978255436,0.4005972431892029,0.6329275181165714,0.019116311238218418,ok
0.03138465383654086,54.01,0.5101224693826544,1.9995001249687578,1684.577148,0.4208568008615192,0.03138465383654086,0.4210390272431892,0.6488752015936418,0.021643075403521655,ok
0.03398300424893777,54.90799999999999,0.5103724068982755,1.9995001249687578,1768.1594679999998,0.44174104830478195,0.03398300424893777,0.4419293846538365,0.6647776956651272,0.02392687335684482,ok
0.03165258685328668,55.55799999999999,0.5106223444138965,1.9995001249687578,1852.155882,0.46273041790277253,0.03165258685328668,0.4629232396900775,0.6803846262887466,0.021469898452880262,ok
0.041586853286678334,56.541,0.5108722819295176,1.9966691900194158,1944.0638389999995,0.4856947807011005,0.041586853286678334,0.48589448612846775,0.6970613216414089,0.03059921385425378,ok
0.03856810797300675,57.79499999999999,0.5111222194451387,1.9964785323601615,2031.7391129999996,0.5075991642609219,0.03856810797300675,0.5078078262934266,0.7126063613899518,0.02748696468729999,ok
0.030838290427393156,59.02600000000001,0.5113721569607598,1.9995001249687578,2118.911652,0.5293778686655506,0.030838290427393156,0.5295955141214695,0.7277331338625922,0.019952130594818575,ok
0.035682829292676826,60.028999999999996,0.5116220944763809,1.9995001249687578,2213.391403,0.5529844433769089,0.035682829292676826,0.5532095483629093,0.7437805781027824,0.024377063521231975,ok
0.03458860284928768,60.95299999999999,0.511872031992002,1.9993316512005463,2308.033084999999,0.5766319670317365,0.03458860284928768,0.5768640552361908,0.7595156714882128,0.023081863357268795,ok
0.03271657085728568,61.79499999999999,0.5121219695076231,1.9995001249687578,2404.2129589999995,0.6006644694071418,0.03271657085728568,0.6009030139965007,0.7751793431177721,0.02106092292259229,ok
0.0332049487628093,62.797000000000004,0.5123719070232442,1.9995001249687578,2503.483145,0.6254680143970504,0.0332049487628093,0.6257143576605849,0.7910210854715473,0.02127267119219356,ok
0.07096525868532867,-29.684,0.500153711572107,1.9602137689771508,40.048788,0.009954650860653993,0.07096525868532867,0.010009694576355912,0.10004846113936941,0.0665584498666107,qo'lni qisish
0.057165458635341164,-28.383,0.5003749062734316,1.9887162607935869,29.002729000000002,0.007198545529825992,0.057165458635341164,0.007248870032491877,0.08514029617338595,0.054092694878183946,qo'lni qisish
0.061898775306173465,-27.585,0.5006248437890527,1.982735464096985,37.411973,0.009303121092258804,0.061898775306173465,0.009350655586103474,0.09669878792468639,0.058276154875103264,qo'lni qisish
0.06317370657335666,-26.411999999999995,0.5008747813046738,1.966785285433203,46.38177,0.011548966546541318,0.06317370657335666,0.011592544363909024,0.10766867865776483,0.05915712264451788,qo'lni qisish
0.05066283429142715,-25.118000000000002,0.501124718820295,1.9925916394870289,45.91916400000001,0.011437509357976676,0.05066283429142715,0.011476921769557613,0.1071303961047359,0.047487857572798386,qo'lni qisish
0.04939915021244689,-24.28,0.501374656335916,1.9916147972192153,54.45857600000001,0.013574414705246458,0.04939915021244689,0.013611241189702576,0.11666722414501245,0.04627172918220011,qo'lni qisish
0.054284178955261185,-23.383000000000003,0.501626593351662,1.9922168426120164,70.26371500000002,0.017527382652337414,0.054284178955261185,0.017561538365408653,0.1325199545932938,0.05062765916144514,qo'lni qisish
0.051923269182704325,-22.233,0.5018745313671582,1.9822387921202653,83.88406100000002,0.020934895104766673,0.051923269182704325,0.020965773806548366,0.1447956277190315,0.04820621766966607,qo'lni qisish
0.059919270182454396,-21.857,0.5021244688827793,1.987227002250312,106.53528299999998,0.02659732085436527,0.059919270182454396,0.02662716395901024,0.16317831951276568,0.055347084697634476,qo'lni qisish
0.07057885528617847,-20.386,0.5024346413396651,1.9672902660519571,137.506472,0.034342064663539194,0.07057885528617847,0.034368025993501625,0.1853861537264896,0.06452753267010099,qo'lni qisish
0.07346463384153962,-19.664,0.5026530867283179,1.9602137689771508,160.048692,0.03997801747988397,0.07346463384153962,0.040002172456885775,0.20000543106847318,0.06700628952423213,qo'lni qisish
0.059669832541864545,-18.293000000000003,0.5028742814296426,1.9887162607935869,169.00286900000003,0.04221925304852243,0.059669832541864545,0.042240157210697335,0.2055241037219171,0.054464168559264704,qo'lni qisish
0.06439315171207198,-17.681,0.5031242189452637,1.982735464096985,197.411479,0.049321005771926184,0.06439315171207198,0.04934053461634592,0.22212729372219417,0.05858432954372336,qo'lni qisish
